Ticker,Bloomberg,MySQL,Name_kor,Name,Sector_kor,Sector,Industry_Group,Industry,Sub_Industry,Description
AMLX,AMLX UW,AMLX_UW,아밀릭스 파마슈티컬스,"Amylyx Pharmaceuticals, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Amylyx Pharmaceuticals, Inc. operates as a pharmaceutical company. The Company develops a proprietary therapeutic for amyotrophic lateral sclerosis (ALS) and other neurodegenerative diseases. Amylyx Pharmaceuticals serves customers worldwide."
AMN,AMN UN,AMN_UN,AMN 헬스케어 서비스,AMN Healthcare Services Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"AMN Healthcare Services, Inc. operates as a temporary healthcare staffing company. The Company provides travel nurse staffing services. AMN Healthcare Services places nurses and allied health professionals on temporary assignments at hospitals and healthcare facilities throughout the United States."
AMNB,AMNB UW,AMNB_UW,아메리칸 내셔널 뱅크셰어스,American National Bankshares Inc,금융,Financials,Banks,Banks,Regional Banks,"American National Bankshares Inc. operates as a bank. The Company offers personal and business banking services, as well as provides loans and treasury managements. American National Bankshares serves clients in the United States."
AMOT,AMOT UQ,AMOT_UQ,얼라이드 모션 테크놀로지스,Allied Motion Technologies Inc,산업재,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,"Allied Motion Technologies, Inc. designs, manufactures, and sells motion control products into applications that serve various industry sectors. The Company supplies precision and specialty motion control components and systems to a range of customers throughout the world."
AMPH,AMPH UW,AMPH_UW,앰퍼스타 파마슈티컬스,Amphastar Pharmaceuticals Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Amphastar Pharmaceuticals, Inc. develops and manufactures generic, proprietary injectable, and inhaleable pharmaceutical products."
AMPL,AMPL UR,AMPL_UR,앰플리튜드,"Amplitude, Inc.",테크놀로지,Information Technology,Software & Services,Software,Application Software,"Amplitude, Inc. provides software solutions. The Company offers self-service digital analytics platform for brands to understand users, drive conversions, and increase engagement, growth, and revenue. Amplitude serves clients worldwide."
AMPS,AMPS UN,AMPS_UN,앨터스 파워,"Altus Power, Inc. Class A",유틸리티,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,"Altus Power, Inc. operates as a renewable energy company. The Company solar energy for enterprises, communities, and vehicles. Altus Power serves customers in the United States."
AMPY,AMPY UN,AMPY_UN,앰플리파이 에너지,Amplify Energy Corp.,에너지,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"Amplify Energy Corp operates as an oil and gas company. The Company focuses on acquisition, production, and development of oil and gas properties. Amplify Energy serves customers in the United States."
AMR,AMR UN,AMR_UN,알파 메탈러지컬 리소시스,"Alpha Metallurgical Resources, Inc.",소재,Materials,Materials,Metals & Mining,Steel,"Alpha Metallurgical Resources, Inc. provides mining services. The Company mines and supplies metallurgical products to the steel industry. Alpha Metallurgical Resources serves customers globally."
AMRC,AMRC UN,AMRC_UN,아메리스코,Ameresco Inc Class A,산업재,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,"Ameresco Inc. is an integrated electric energy corporation. The Company supplies a range of energy solutions, including energy cogeneration, hydro electric, and renewable energy facilities."
AMRK,AMRK UW,AMRK_UW,A-마크 프레셔스 메탈스,A Mark Precious Metals Inc,금융,Financials,Financial Services,Financial Services,Specialized Finance,"A-Mark Precious Metals, Inc. operates as a metals trading company. The Company offers gold, silver, platinum, and palladium and delivers in the form of coins, bars, wafers, and grain, as well as  financing, leasing, consignment, and hedging services. A-Mark Precious Metals serves clients worldwide."
AMRS,AMRS UW,AMRS_UW,아미리스,Amyris Inc,소재,Materials,Materials,Chemicals,Specialty Chemicals,"Amyris, Inc. produces and distributes chemical products. The Company serves the specialty and performance chemicals, flavors and fragrances, cosmetics ingredients, pharmaceuticals, and nutraceuticals markets. Amyris serves customers worldwide."
AMRX,AMRX UN,AMRX_UN,엠닐 파마슈티컬,Amneal Pharmaceuticals Inc Class A,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Amneal Pharmaceuticals, Inc. operates as a pharmaceutical company. The Company specializes in developing, manufacturing, marketing, and distributing generic and biosimilar pharmaceutical products. Amneal Pharmaceuticals serves clients worldwide."
AMSF,AMSF UW,AMSF_UW,아메리세이프,Amerisafe Inc,금융,Financials,Insurance,Insurance,Property & Casualty Insurance,"AMERISAFE, Inc. provides workers' compensation insurance focused on small to mid-sized employers involved in hazardous industries, principally construction, trucking, logging, agriculture, oil and gas, maritime, and sawmills."
AMSWA,AMSWA UW,AMSWA_UW,아메리칸 소프트웨어,American Software Inc Class A,테크놀로지,Information Technology,Software & Services,Software,Application Software,"American Software, Inc. provides demand-driven supply chain management and enterprise software solutions. The Company offers a software and services that brings business value to enterprises by supporting their operations over intranets, extranets, and servers. American Software serves clients worldwide."
AMTB,AMTB UW,AMTB_UW,아머란트 뱅코프,Mercantil Bank Holding Corporation - Class A,금융,Financials,Banks,Banks,Regional Banks,"Amerant Bancorp Inc. provides banking services. The Bank offers business checking, treasury management, commercial loans, mortgages, online banking, and wealth management services. Amerant Bancorp serves customers in the United States."
AMTX,AMTX UQ,AMTX_UQ,에이메티스,Aemetis Inc,에너지,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,"Aemetis, Inc. is a biotechnology company. The Company has engineered bacterium capable of converting whole plant materials into sugars that can then be used to make a range of commercially products in the biochemical and biofuels industries."
AMWD,AMWD UW,AMWD_UW,아메리칸 우드마크,American Woodmark Corp,산업재,Industrials,Capital Goods,Building Products,Building Products,"American Woodmark Corporation manufactures kitchen cabinets and vanities for the remodeling and new home construction markets. The Company offers a wide variety of cabinet lines differing by design, material, and finishes.  American Woodmark's products are sold throughout the United States through independent distributors and directly to home centers, builders, and home manufacturers."
AMWL,AMWL UN,AMWL_UN,아메리칸웰,American Well Corp,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology,"American Well Corporation doing business as Amwell, operates as a telehealth company. The Company provides comprehensive digital healthcare solutions for health systems, health plans, employers, and physicians. Amwell serves patients in the United States."
ANAB,ANAB UW,ANAB_UW,어냅티스바이오,Anaptysbio Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"AnaptysBio, Inc. operates as a clinical stage biotechnology company. The Company manufactures and markets antibodies for cancer immunotherapy and inflammation. AnaptysBio has primary operations in the United States."
ANDE,ANDE UW,ANDE_UW,앤더슨스,Andersons Inc,필수소비재,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors,"The Andersons, Inc. merchandises grain, operates grain elevator facilities, distributes wholesale agricultural fertilizer, and distributes agricultural inputs to dealers and farmers. The Company also manufactures lawn fertilizer and corncob-based products, and purchases, sells, repairs, and leases railcars. In addition, The Andersons operates retail stores and a distribution center."
ANF,ANF UN,ANF_UN,애버크롬비 & 피치,Abercrombie And Fitch,임의소비재,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,"Abercrombie & Fitch Co. operates as a stores and conducts direct-to-consumer operations. The Company sells casual sportswear apparel, including knit and woven shirts, graphic t-shirts, fleece, jeans and woven pants, shorts, sweaters and outerwear, personal care products, and accessories for men, women, and kids. Abercrombie & Fitch serves customers in the United States."
ANGO,ANGO UW,ANGO_UW,앤지오다이내믹스,Angiodynamics Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"AngioDynamics, Inc. designs, develops, manufactures, and markets therapeutic and diagnostic devices. The Company offers interventional physicians to treat peripheral vascular and other non-coronary diseases. AngioDynamics product lines consist of angiographic and hemodialysis catheters, image guided vascular access products, and thrombolytic."
ANIK,ANIK UW,ANIK_UW,아니카 테라퓨틱스,Anika Therapeutics Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Anika Therapeutics, Inc. is a global joint preservation company. The Company creates and delivers meaningful advancements in early intervention orthopedic care, as well as develops minimally invasive products. Anika Therapeutics serves customers worldwide."
ANIP,ANIP UQ,ANIP_UQ,ANI 파마슈티컬스,Ani Pharmaceuticals Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"ANI Pharmaceuticals, Inc. is an integrated specialty pharmaceutical company. The Company develops, manufactures, and markets branded and generic prescription pharmaceuticals. ANI Pharmaceuticals manufactures oral solid dose products, as well as liquid and topical products in the State of Minnesota."
ANTX,ANTX UW,ANTX_UW,AN2 테라퓨틱스,"AN2 Therapeutics, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"AN2 Therapeutics, Inc. operates as a clinical-stage biopharmaceutical company. The Company focuses on modern biomedical and drug development to provide transformational medicines for patients suffering from infectious diseases. AN2 Therapeutics serves customers worldwide."
AOMR,AOMR UN,AOMR_UN,엔젤 오크 모기지 리츠,"Angel Oak Mortgage, Inc.",금융,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs,"Angel Oak Mortgage REIT, Inc. operates as a real estate finance company. The Company focuses on acquiring and investing in first lien non-QM loans and other mortgage-related assets. Angel Oak Mortgage REIT serves customers worldwide."
AORT,AORT UN,AORT_UN,아티비온,"Artivion, Inc.",헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Artivion Inc.(Artivion) is a medical device company focused on developing simple, elegant solutions that address cardiac and vascular surgeons' most difficult challenges in treating patients with aortic disease. The company's major products include:aortic stents, stent grafts, prosthetic heart valves, cyropreserved cardiac and vascular allografts, and surgical sealants."
AOSL,AOSL UW,AOSL_UW,알파 앤 오메가 세미콘덕터,Alpha And Omega Semiconductor Ltd,테크놀로지,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,"Alpha and Omega Semiconductor Limited designs and manufactures semiconductors. The Company produces analog switches, power integrated circuits, transient voltage suppressors for notebook computers, battery pack protection, liquid crystal display backlight inverters, and high speed USB. Alpha and Omega Semiconductor serves clients worldwide."
APAM,APAM UN,APAM_UN,아티잔 파트너스 애셋 매니지먼트,Artisan Partners Asset Management,금융,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,Artisan Partners Asset Management Inc. operates as a global investment management firm. The Company offers active investment strategies managed by autonomous investment teams through a variety of investment vehicles to accommodate a broad range of client mandates.
APEI,APEI UW,APEI_UW,아메리칸 퍼블릭 에듀케이션,American Public Education Inc,임의소비재,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,"American Public Education, Inc. provides online postsecondary education directed at the needs of the military and public service communities. The Company offers a wide range of degree programs and certificate programs including national security, military studies, intelligence, homeland security, criminal justice, technology, business administration, and liberal arts."
APG,APG UN,APG_UN,APi 그룹,APi Group Corporation,산업재,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,"APi Group Corporation is a business services provider of safety, specialty and industrial services globally, with a focus on North America. APi provides statutorily mandated services to long-standing customers across industries."
APLD,APLD UW,APLD_UW,어플라이드 디지털,"Applied Blockchain, Inc.",테크놀로지,Information Technology,Software & Services,Software,Application Software,"Applied Digital Corporation is a publicly-traded builder and operator of next-generation data centers across North America which provide substantial compute power to blockchain infrastructure and support Bitcoin mining. The Company has partnered with recognized names in the industry to develop, deploy, and scale its business."
APLE,APLE UN,APLE_UN,애플 호스피탤리티 리츠,"Apple Hospitality REIT, Inc",부동산,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs,"Apple Hospitality REIT, Inc. operates as a real estate investment trust. The Company focuses on investment in hotels, guest rooms, and resorts. Apple Hospitality REIT invests in the United States."
APLS,APLS UW,APLS_UW,아펠리스 파머수티컬스,Apellis Pharmaceuticals,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Apellis Pharmaceuticals, Inc. operates as a clinical-stage biopharmaceutical company. The Company focuses on the discovery and development of therapeutic compounds for autoimmune and inflammatory diseases. Apellis Pharmaceuticals serves clients worldwide."
APOG,APOG UW,APOG_UW,아포지 엔터프라이스,Apogee Enterprises Inc,산업재,Industrials,Capital Goods,Building Products,Building Products,"Apogee Enterprises, Inc. designs and develops value-added glass products. The Company offers glass and aluminum windows, storefront and curtainwall systems, and glass for framed art and pictures. Apogee Enterprises serves customers in the United States, Brazil, and Canada."
APPF,APPF UQ,APPF_UQ,앱폴리오,Appfolio Inc Class A,테크놀로지,Information Technology,Software & Services,Software,Application Software,"AppFolio, Inc. provides cloud-based software solutions. The Company offers a cloud-based property management software that allows apartment and residential property managers to market, manage, and grow their business. AppFolio serves customers in the United States."
APPH,APPH UW,APPH_UW,앱하비스트,"AppHarvest, Inc.",필수소비재,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic,"AppHarvest, Inc. operates as an agriculture technology company. The Company offers technology to grows chemical-free fresh fruits and veggies. AppHarvest serves customers worldwide."
APPN,APPN UQ,APPN_UQ,애피안,Appian Corporation,테크놀로지,Information Technology,Software & Services,Software,Systems Software,Appian Corporation develops enterprise software solutions. The Company offers business process and cash management software. Appian serves customers worldwide.
APPS,APPS UR,APPS_UR,디지털 터빈,Digital Turbine Inc,테크놀로지,Information Technology,Software & Services,Software,Application Software,"Digital Turbine, Inc. delivers a mobile services platform that works with mobile operators and third-party publishers to provide portal management, user interface, content development and billing technology that enables the responsible distribution of mobile entertainment."
ARCB,ARCB UW,ARCB_UW,아크베스트,ArcBest Corporation,산업재,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation,ArcBest Corporation is a diversified holding company involved in motor carrier transportation and intermodal transportation operations. The Company transports a variety of goods around the world.
ARCH,ARCH UN,ARCH_UN,아치 리소시스,Arch Coal Inc Class A,에너지,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,"Arch Resources, Inc. owns and operates coal mines. The Company produces metallurgical coals, and supplies high-vol A coking coal, as well as specializes in  mining, marketing, and logistics. Arch Resources serves customers worldwide."
ARCT,ARCT UQ,ARCT_UQ,아크투루스 테라퓨틱스 홀딩스,Arcturus Therapeutics Ltd.,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Arcturus Therapeutics Holdings Inc. operates as a holding company. The company, through its subsidiaries, focuses on RNA therapeutics for the treatment of diseases. Arcturus Therapeutics Holdings serves patients in the United States."
AREN,AREN UA,AREN_UA,아레나 그룹 홀딩스,"The Arena Group Holdings, Inc.",통신서비스,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,"The Arena Group Holdings, Inc. is a tech-powered media company. The Company empowers brands and the creator community by providing technical solutions, distribution, and monetization which improves the opportunity for journalists, editors, and content creators to impact, inform, educate, and entertain consumers worldwide."
ARGO,ARGO UN,ARGO_UN,아르고 그룹 인터내셔널 홀딩스,Argo Group International Holdings,금융,Financials,Insurance,Insurance,Property & Casualty Insurance,"Argo Group International Holdings, Ltd. offers property casualty insurance and reinsurance. The Company offers excess and surplus lines, select markets, and international specialty insurance."
ARI,ARI UN,ARI_UN,아폴로 커머셜 리얼에스테이트 파이낸스,Apollo Commercial Real Estate Finance,금융,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs,"Apollo Commercial Real Estate Finance, Inc. is a commercial real estate finance company. The Company invests in, acquires and manages commercial real estate mortgage loans, commercial mortgage-backed securities, commercial real estate corporate debt and loans, and other real estate-related debt investments in the United States."
ARIS,ARIS UN,ARIS_UN,애리스 워터 솔루션스,"Aris Water Solutions, Inc.",산업재,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,"Aris Water Solutions, Inc. provides full-cycle water handling and recycling solutions. The Company develops and operates produced water infrastructure and recycling for the operators in the Permian Basin. Aris Water Solutions serves customers in the United States."
ARKO,ARKO UR,ARKO_UR,아르코,ARKO Corp.,임의소비재,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail,"ARKO Corp. operates as a holding company. The Company, through its subsidiaries, operates convenience stores."
ARL,ARL UN,ARL_UN,아메리칸 리얼티 인베스터스,American Realty Investors Inc,부동산,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie,"American Realty Investors, Inc. operates as a real estate investment company. The Company deals in acquisition, financing, operation, and sale of apartments, office buildings, retail centers, and parcels of land. American Realty Investors serves clients in the United States."
ARLO,ARLO UN,ARLO_UN,아를로 테크놀러지,Arlo Technologies Inc.,테크놀로지,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,"Arlo Technologies, Inc. provides software solutions. The Company offers cloud-based platform with a variety of connected devices such as security cameras, video doorbells, floodlight cameras, and security bundles. Arlo Technologies serves customers in the United States."
ARNC,ARNC UN,ARNC_UN,알코닉(피츠버그),Arconic Inc,소재,Materials,Materials,Metals & Mining,Aluminum,"Arconic Corp manufactures engineered products and forgings. The Company offers aluminum sheets, plates, and other extruded products for the aerospace, automotive, commercial transportation, brazing, and industrial markets. Arconic serves customers worldwide."
AROC,AROC UN,AROC_UN,아크록,Archrock Inc,에너지,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,"Archrock, Inc. operates as a natural gas contract compression services company. The Company offers natural gas compression and aftermarket services, as well as provides used equipment for oil and gas industry. Archrock serves customers in the United States."
AROW,AROW UW,AROW_UW,애로우 파이낸셜,Arrow Financial Corp,금융,Financials,Banks,Banks,Regional Banks,Arrow Financial Corporation is a multi-bank holding company for Glens Falls National Bank and Trust Company and Saratoga National Bank and Trust Company. The Banks offer a variety of commercial and consumer financial products through offices located in upstate New York.
ARQT,ARQT UW,ARQT_UW,아커티스 바이오테라퓨틱스,"Arcutis Biotherapeutics, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Arcutis Biotherapeutics, Inc. operates as a biopharmaceutical company. The Company focuses on developing treatments for unmet needs in immune-mediated diseases and conditions. Arcutis Biotherapeutics serves medical sector in the United States."
ARR,ARR UN,ARR_UN,아머 레지던셜 리츠,Armour Residential REIT Inc,금융,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs,"ARMOUR Residential REIT, Inc. operates as a real estate investment trust. The Company invests in agency and non-agency mortgage related assets on a leveraged basis."
ARRY,ARRY UQ,ARRY_UQ,어레이 테크놀로지스,"Array Technologies, Inc.",산업재,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,"Array Technologies, Inc. designs and manufactures solar tracking systems. The Company offers solar tracking equipment to utilities, corporations, small businesses, and homeowners. Array Technologies serves customers worldwide."
ARTNA,ARTNA UW,ARTNA_UW,아르테시안 리소시스,Artesian Resources Corp Class A,유틸리티,Utilities,Utilities,Water Utilities,Water Utilities,"Artesian Resources Corporation provides water utility services. The Company provides water and wastewater services, as well as online payment, tariffs, and sewer service lines. Artesian Resources serves clients in the United States."
ARVN,ARVN UW,ARVN_UW,아르비나스,"Arvinas, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Arvinas, Inc. operates as a bio-pharmaceutical company. The Company develops protein degradation therapeutics for cancers and other diseases. Arvinas serves health care industry worldwide."
ARWR,ARWR UW,ARWR_UW,애로우헤드 파마슈티컬스,Arrowhead Pharmaceuticals Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Arrowhead Pharmaceuticals, Inc. operates as a biotechnology company. The Company develops medicines that treat intractable diseases by silencing the genes. Arrowhead Pharmaceuticals offers its services in the United States."
ASAN,ASAN UN,ASAN_UN,아사나,"Asana, Inc.",테크놀로지,Information Technology,Software & Services,Software,Application Software,"Asana, Inc. provides provides software solutions. The Company offers work management platform that helps teams orchestrate work, from daily tasks to cross-functional strategic initiatives. Asana serves customers worldwide."
ASB,ASB UN,ASB_UN,어소시에이티드 뱅크코프,Associated Bancorp,금융,Financials,Banks,Banks,Regional Banks,"Associated Banc-Corp is a Midwest banking franchise headquartered in Green Bay, Wisconsin. The Bank offers a full range of financial products and services through banking locations serving communities throughout Wisconsin, Illinois, and Minnesota, and commercial financial services in the States of Indiana, Michigan, Missouri, Ohio, and Texas."
ASC,ASC UN,ASC_UN,아드모어 쉬핑,Ardmore Shipping Corp,에너지,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,"Ardmore Shipping Corporation is engages in the ownership and operation of product and chemical tankers. The Company provides shipping services to customers through voyage, commercial pools, and time charters. Ardmore Shipping operates worldwide."
ASGN,ASGN UN,ASGN_UN,ASGN,ASGN Incorporated,산업재,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se,"ASGN Incorporated is a IT and professional service provider in the technology, digital, creative, engineering, and life sciences fields across commercial and government sectors. The Company helps corporate enterprises and government organizations develop, implement, and operate critical IT and business solutions through its professional staffing and IT solutions."
ASIX,ASIX UN,ASIX_UN,어드밴식스,Advansix Inc,소재,Materials,Materials,Chemicals,Commodity Chemicals,"AdvanSix Inc. manufactures polymer resins. The Company offers its products for engineered plastics, fibers, filaments, films, electronic components, carpets, sports apparels, fishing nets, and food and industrial packaging."
ASLE,ASLE UR,ASLE_UR,에어세일,AerSale Corporation,산업재,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"AerSale Corporation provides aviation products and services. The Company offers after-market commercial jet aircraft, engines, and OEM used serviceable materials, as well as maintenance, repair, overhaul, and engineering services to passenger and cargo airlines, government entities, leasing companies, multinational OEMs, and independent MROs."
ASO,ASO UW,ASO_UW,아카데미 스포츠 앤 아웃도어스,"Academy Sports & Outdoors, Inc.",임의소비재,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,"Academy Sports and Outdoors, Inc. retails sports products. The Company offers sports apparel and footwear, marine products, fitness, golf, hunting, fishing, boating, team sports, recreation, and leisure equipment. Academy Sports and Outdoors serves customers in the United States."
ASPN,ASPN UN,ASPN_UN,아스펜 에어로젤,Aspen Aerogels Inc,소재,Materials,Materials,Chemicals,Specialty Chemicals,"Aspen Aerogels, Inc. designs, develops, and manufactures insulation products. The Company offers insulation used in the energy infrastructures and building materials markets. Aspen Aerogels serves petrochemical, refinery, industrial, and power generation sectors in the United States."
ASTE,ASTE UW,ASTE_UW,아스텍 인더스트리스,Astec Industries Inc,산업재,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,"Astec Industries, Inc. designs, engineers, manufactures, markets, and finances equipment and components used primarily in road building and related construction activities. The Company's products are used in each phase of road building, from quarrying and crushing the aggregate to application of the road surface."
ASTR,ASTR UR,ASTR_UR,아스트라 스페이스,"Astra Space, Inc. - Class A",산업재,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"Astra Space, Inc. is a spacetech company. The Company focuses on delivering a new generation of space services that is enabled by new constellations of small satellites in low earth orbit and aims to solve this problem with mass-produced dedicated orbital launch system, consisting of small launch vehicles and mobile ground infrastructure. Astra Space serves customers worldwide."
ATEC,ATEC UW,ATEC_UW,알파텍 홀딩스,Alphatec Holdngs Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Alphatec Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides spine surgery solutions. The Company offers squadron lateral retractor, battalion lateral, arsenal deformity, illico, and bridgepoint, as well as other related products. Alphatec Holdings serves clients in the United States."
ATEN,ATEN UN,ATEN_UN,A10 네트웍스,A10 Networks Inc,테크놀로지,Information Technology,Software & Services,Software,Systems Software,"A10 Networks Inc. provides computer networking products and security solutions. The Company offers controller, firewall, hardware appliances, protection systems, and other networking products. A10 Networks serves customers worldwide."
ATER,ATER UR,ATER_UR,아테리안,"Aterian, Inc.",임의소비재,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances,"Aterian, Inc. provides consumer product platform. The Company offers home and kitchen appliances, health and wellness, beauty, and consumer electronics. Aterian serves customers worldwide."
ATEX,ATEX UR,ATEX_UR,안테릭스,Anterix Inc.,통신서비스,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers,"Anterix Inc. provides wireless communications applications. The Company focuses on delivering transformative broadband that enables the modernization of critical infrastructure for energy, transportation, and logistics sectors. Anterix serves customers in the United States."
ATGE,ATGE UN,ATGE_UN,애드탈렘 글로벌 에듀케이션,Adtalem Global Education Inc,임의소비재,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,"Adtalem Global Education Inc. owns and manages higher education institution. The Institution offers undergraduate and graduate programs in healthcare, law, business management, engineering and technology, sciences, liberal and media arts, and nursing. Adtalem Global Education serves students worldwide."
ATHA,ATHA UW,ATHA_UW,아티라 파머,"Athira Pharma, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Athira Pharma, Inc. operates as a biotechnology company. The Company develops small molecules to restore neuronal health and stop the neurodegeneration brought on by diseases such as Alzheimer's disease and Parkinson's disease. Athira Pharma serves customers worldwide."
ATI,ATI UN,ATI_UN,ATI,Allegheny Technologies Inc,소재,Materials,Materials,Metals & Mining,Steel,"ATI Inc produces specialty materials. The Company's products include titanium, stainless, specialty steel, titanium, nickel-based alloys, and superalloys, zirconium, hafnium and niobium, and grain-oriented electrical steel, tungsten-based materials, cutting tools, carbon alloy impression die forgings, and large grey and ductile iron."
ATIP,ATIP UN,ATIP_UN,ATI 피지컬 테라피,"ATI Physical Therapy, Inc. Class A",헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"ATI Physical Therapy, Inc. provides rehabilitation services. The Company specializes in research-based physical therapy, workers compensation rehab, employer worksite solutions, sports medicine, and home health services. ATI Physical Therapy serves patients in the United States."
ATKR,ATKR UN,ATKR_UN,앳코어,Atkore International Group Inc,산업재,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,"Atkore Inc manufactures and supplies metal products and electrical raceway solutions. The Company offers steel tubes and pipes, electrical conduit, armored wire and cable, cable trays, metal framing systems, and building components. Atkore serves customers worldwide."
ATLC,ATLC UW,ATLC_UW,아틀란티쿠스 홀딩스,Atlanticus Holdings Corp,금융,Financials,Financial Services,Consumer Finance,Consumer Finance,"Atlanticus Holdings Corporation operates as a holding company. The Company, through its subsidiaries, focuses on providing financial technology solutions to lenders to check and apply for loan products and services. Atlanticus Holdings serves clients in the United States."
ATNI,ATNI UW,ATNI_UW,ATN 인터내셔널,ATN International Inc,통신서비스,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,"ATN International, Inc. provides telecommunication services to rural, niche, and other under-served markets and geographies. The Company, through its subsidiaries, offers both wireless and wireline connectivity to residential and business customers. ATN International also provides a range of mobile wireless solutions, local exchange services, and broadband internet services."
ATOM,ATOM UR,ATOM_UR,아토메라,Atomera Inc,테크놀로지,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi,"Atomera Incorporated engages in the business of developing, commercializing, and licensing proprietary processes and technologies for the semiconductor industry. The Company offers mears silicon technology which can be used in semiconductor products including analog, logic, optical, and memory integrated circuits."
ATRA,ATRA UW,ATRA_UW,아타라 바이오테라퓨틱스,Atara Biotherapeutics Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Atara Biotherapeutics, Inc. operates as a biotechnology company. The Company focuses on developing therapies for patients with severe and life-threatening diseases."
