Ticker,Bloomberg,MySQL,Name_kor,Name,Sector_kor,Sector,Industry_Group,Industry,Sub_Industry,Description
ATRC,ATRC UQ,ATRC_UQ,아트리큐어,Atricure Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"AtriCure, Inc. develops, manufactures, and sells surgical devices to create precise lesions in soft tissues. The Company offers bipolar ablation systems uses by cardiothoracic surgeons as a standard treatment alternative to create lesions in heart tissue to block the abnormal electrical impulses that cause atrial fibrillation. AtriCure serves customers worldwide."
ATRI,ATRI UW,ATRI_UW,에이트리언,Atrion Corp,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,"Atrion Corporation, through its subsidiaries, designs, develops, manufactures, markets, sells, and distributes medical products and components. The Company's products are used in ophthalmic, diagnostic, and cardiovascular procedures. Atrion's products are sold primarily to health care companies which market and distribute its products in conjunction with their name-brand products."
ATRO,ATRO UW,ATRO_UW,아스트로닉스,Astronics Corp,산업재,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"Astronics Corporation designs, manufactures, and markets specialized lighting, control systems, and electronics for the cockpit, cabin, and exteriors of military, commercial jet, and general aviation aircraft."
ATSG,ATSG UW,ATSG_UW,에어 트랜스포트 서비스 그룹,Air Transport Services Group Inc,산업재,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,"Air Transport Services Group, Inc. provides air cargo transportation services. The Company offers aircraft leasing, airport ground services, fuel management, specialized transportation management, and air charter brokerage services. Air Transport Services Group serves customers in the United States, Canada, and Puerto Rico."
AUB,AUB UN,AUB_UN,아틀란틱 유니언 뱅크셰어스,Atlantic Union Bankshares Corporation,금융,Financials,Banks,Banks,Regional Banks,"Atlantic Union Bankshares Corporation provides banking services. The Bank checking accounts, lending, credit cards, online and mobile banking, and wealth and treasury management services. Atlantic Union Bankshares serves customers in the United States."
AUPH,AUPH UQ,AUPH_UQ,오리니아 파마슈티컬스,Aurinia Pharmaceuticals Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,Aurinia Pharmaceuticals Inc. is a biopharmaceutical company. The Company is focused on the discovery and development of immunosuppressive therapeutics.
AURA,AURA UQ,AURA_UQ,오라 바이오사이언시스,"Aura Biosciences, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Aura Biosciences, Inc. develops nano-technology for treatment of cancer. The Company specializes in the production of nanoparticles designed to mimic viral structures, bypass immune systems, absorb efficiently into cells, and target cancerous tissue. Aura Biosciences serves the healthcare, biotechnology, and pharmaceutical industries."
AVA,AVA UN,AVA_UN,아비스타,Avista Corp,유틸리티,Utilities,Utilities,Multi-Utilities,Multi-Utilities,"Avista Corporation operates as an energy company. The Company generates, transmits, and distributes electric and natural gas. Avista serves business and residential customers in the United States."
AVAH,AVAH UW,AVAH_UW,애비애나 헬스케어 홀딩스,"Aveanna Healthcare Holdings, Inc.",헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"Aveanna Healthcare Holdings Inc. operates as a holding company. The Company, through its subsidiaries, provides pediatric home care services such as pediatric therapy, adult skilled nursing, and medical solutions. Aveanna Healthcare Holdings serves patients in the United States."
AVAV,AVAV UW,AVAV_UW,에어로바이런먼트,Aerovironment Inc,산업재,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"AeroVironment, Inc. designs, develops, and produces small unmanned aircraft and fast charge systems for electric industrial vehicle batteries. The Company offers long range tracking antenna, sensors, and missile systems. AeroVironment markets its products in the United States."
AVD,AVD UN,AVD_UN,아메리칸 뱅가드,American Vanguard Corp,소재,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,"American Vanguard Corporation manufactures and formulates agricultural chemicals for crop, human, and animal health protection. The Company offers insecticides, fungicides, molluscicides, growth regulators, and soil fumigants. American Vanguard serves customers in the State of California."
AVDX,AVDX UW,AVDX_UW,애비드익스체인지 홀딩스,"AvidXchange Holdings, Inc.",금융,Financials,Financial Services,Financial Services,Transaction & Payment Processi,"AvidXchange Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides accounts payable, automation software, and payment solutions for middle market businesses and their suppliers. AvidXchange Holdings serves customers worldwide."
AVID,AVID UW,AVID_UW,애비드 테크놀로지,Avid Technology Inc,테크놀로지,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &","Avid Technology, Inc. develops a variety of software and systems.The Company markets digital editing, newsroom computer systems, and digital audio systems. Avid serves customers worldwide."
AVIR,AVIR UW,AVIR_UW,아테아 파마슈티컬스,"Atea Pharmaceuticals, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Atea Pharmaceuticals, Inc. operates as a biopharmaceutical company. The Company focuses on discovery of oral direct-acting antiviral therapies. Atea Pharmaceuticals serves patients, healthcare professionals, pharmaceutical, and biotechnology industries worldwide."
AVNS,AVNS UN,AVNS_UN,아바노스 메디컬,Avanos Medical Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,"Avanos Medical, Inc. operates as a medical technology company. The Company offers infection prevention, surgical, respiratory, digestive health, and pain management solutions. Avanos Medical serves healthcare sector worldwide."
AVNT,AVNT UN,AVNT_UN,애비엔트,Avient Corporation,소재,Materials,Materials,Chemicals,Specialty Chemicals,"Avient Corporation is an international polymer services company with operations in North America, Europe, Asia, Australia, and South America. The Company provides thermoplastic compounds, specialty resins, specialty polymer formulations, engineered films, and color and additive systems. Avient also conducts operations in rubber compounding and thermoplastic resin distribution."
AVNW,AVNW UW,AVNW_UW,아비아트 네트웍스,Aviat Networks Inc,테크놀로지,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,"Aviat Networks, Inc. provides IP solutions to wireless public and private telecommunication operators. The Company designs and installs microwave routers, switches, antenna stabilization systems, and network management tools, as well as offers network optimization, lifecycle support, and managed network services. Aviat Networks serves customers worldwide."
AVO,AVO UW,AVO_UW,미션 프로듀스,"Mission Produce, Inc.",필수소비재,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,"Mission Produce, Inc. provides fruit farming services. The Company specializes in producing, distributing, and marketing hass avocados. Mission Produce serves customers worldwide."
AVPT,AVPT UW,AVPT_UW,애비포인트,"AvePoint, Inc. - Class A",테크놀로지,Information Technology,Software & Services,Software,Application Software,"AvePoint, Inc. operates as a software company. The Company develops SaaS solutions to migrate, manage, and protect data and IT infrastructure. AvePoint serves customers worldwide."
AVTA,AVTA UW,AVTA_UW,아반택스,"Avantax, Inc.",금융,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,"Avantax, Inc. operates as a technology-enabled financial service company. The Company offers financial advisory, wealth management, and retirement planning services, as well as tax-smart investing services. Avantax serves consumers, small businesses, and tax professionals in the United States."
AVTE,AVTE UQ,AVTE_UQ,에어로베이트 테라퓨틱스,"Aerovate Therapeutics, Inc.",헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,Aerovate Therapeutics Inc. operates as a biotechnology company. The Company focuses on developing drugs that improve the lives of patients with cardiopulmonary disease. Aerovate Therapeutics serves medical industry in the United States.
AVXL,AVXL UW,AVXL_UW,애너벡스 라이프 사이언시스,Anavex Life Sciences Corp,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Anavex Life Sciences Corp operates as a biopharmaceutical company. The Company utilizes precision genetic medicine to treat severe and devastating neurological  disorders, as well as focuses on rare diseases with no available therapy and high risk CNS patient populations treatment. Anavex Life Sciences serves clients  worldwide."
AWR,AWR UN,AWR_UN,아메리칸 스테이츠 워터,American States Water,유틸리티,Utilities,Utilities,Water Utilities,Water Utilities,"American States Water Company purchases, produces, distributes, and sells water. The Company also distributes electricity in one community. American States operates within various customer service areas in California."
AX,AX UN,AX_UN,액소스 파이낸셜,Axos Financial Inc,금융,Financials,Banks,Banks,Regional Banks,"Axos Financial, Inc. operates as a holding company for BofI Federal Bank. The Bank provides financing for single and multifamily residential properties, small-to-medium size businesses, and specialty finance receivables. Axos Financial serves customers in the United States."
AXGN,AXGN UR,AXGN_UR,옥소젠,"AxoGen, Inc.",헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Axogen, Inc. produces and distributes medical and surgical instruments. The Company offers devices and technology development for peripheral nerve reconstruction and regeneration. Axogen offers nerve graft, connectors, and soft tissue membrane."
