ranking,sector,kospi_ticker,russell_ticker,corr_w_sum,corr_px,corr_r,corr_r**0.5
29725,Industrials,052690 KS,GE UN,0.139216297,-0.118285431,0.06630714,0.257501728
29726,Consumer Discretionary,020000 KS,PHM UN,0.139205628,-0.216395248,0.126451983,0.355600877
29727,Consumer Discretionary,161390 KS,PRTS UW,0.139198547,-0.104217715,0.059251477,0.243416262
29728,Information Technology,000660 KS,INFN UW,0.139140853,-0.503117288,0.132478845,0.363976435
29729,Consumer Discretionary,073240 KS,LEN_B UN,0.139120824,-0.493245939,0.125404597,0.354125114
29730,Utilities,036460 KS,MSEX UW,0.13911725,-0.408950084,0.072809758,0.269832834
29731,Financials,029780 KS,CAC UW,0.139111764,-0.168867247,0.094851071,0.307979011
29732,Financials,000240 KS,KMPR UN,0.139062175,-0.424907682,0.081707654,0.285845507
29733,Industrials,004990 KS,PNR UN,0.139005073,-0.485381022,0.119976298,0.346375949
29734,Industrials,017800 KS,URI UN,0.138982895,-0.229398017,0.135704496,0.368380912
29735,Communication Services,017670 KS,SATS UW,0.138919542,-0.391446877,0.063770055,0.252527334
29736,Industrials,047050 KS,FCN UN,0.138905111,-0.134943683,0.074993162,0.273848794
29737,Industrials,047040 KS,TNET UN,0.138852477,-0.215966678,0.125896633,0.354819155
29738,Industrials,051600 KS,HXL UN,0.138842182,-0.390808388,0.063486969,0.251966206
29739,Industrials,042660 KS,AIN UN,0.138820391,-0.521284401,0.146278719,0.38246401
29740,Financials,029780 KS,OMF UN,0.138814804,-0.208517932,0.12064003,0.347332736
29741,Consumer Discretionary,035250 KS,GPC UN,0.138786197,-0.518715649,0.144346389,0.379929452
29742,Health Care,069620 KS,AGEN UR,0.13874653,-0.432891393,0.086521201,0.294144864
29743,Industrials,047810 KS,BBSI UW,0.13869986,-0.474597907,0.112827498,0.335898047
29744,Industrials,047040 KS,STRL UW,0.138686966,-0.168641697,0.094450907,0.307328663
29745,Industrials,017800 KS,BXC UN,0.138661232,-0.148286484,0.082338992,0.286947716
29746,Communication Services,017670 KS,SBGI UW,0.13865644,-0.125204194,0.069622434,0.263860634
29747,Consumer Staples,051900 KS,SENEA UW,0.138648753,-0.138648753,0,0
29748,Industrials,028050 KS,CMPR UW,0.138631861,-0.36564246,0.051533812,0.227010599
29749,Financials,032830 KS,FITB UW,0.13862771,-0.303185984,0.19519934,0.441813694
29750,Financials,001450 KS,ICE UN,0.13856977,-0.408886786,0.073071289,0.270317016
29751,Consumer Discretionary,035250 KS,DKS UN,0.138559501,-0.480582158,0.116979498,0.342022658
29752,Industrials,047040 KS,PRLB UN,0.138558048,-0.187279183,0.106169901,0.325837231
29753,Industrials,010120 KS,CSTE UW,0.138507654,-0.142091496,0.078735883,0.28059915
29754,Financials,024110 KS,AGM UN,0.138361814,-0.284658197,0.178945929,0.42302001
29755,Industrials,042660 KS,MATX UN,0.13828352,-0.204323304,0.117379436,0.342606824
29756,Industrials,086280 KS,NVEE UW,0.138241347,-0.078257309,0.046871668,0.216498656
29757,Financials,138930 KS,GDOT UN,0.138220386,-0.211958792,0.122625457,0.350179179
29758,Consumer Staples,161890 KS,PRMW UN,0.138217,-0.195381667,0.11128807,0.333598666
29759,Industrials,064350 KS,HCSG UW,0.138211318,-0.107717129,0.060480801,0.245928447
29760,Industrials,017800 KS,WTS UN,0.138206033,-0.193471961,0.110010292,0.331677994
29761,Consumer Discretionary,021240 KS,SKX UN,0.138196545,-0.417402411,0.077955916,0.279205866
29762,Industrials,042660 KS,CAR UW,0.138186341,-0.175096597,0.098146199,0.313282938
29763,Consumer Discretionary,008770 KS,ULTA UW,0.138113359,-0.172809177,0.096672824,0.310922536
29764,Consumer Discretionary,009240 KS,APTV UN,0.13809628,-0.436233345,0.088885709,0.298137065
29765,Health Care,068270 KS,HSTM UW,0.138094223,-0.084543581,0.049567592,0.222637804
29766,Industrials,010140 KS,KBR UN,0.138090287,-0.52979549,0.153432966,0.391705203
29767,Consumer Staples,001800 KS,ADM UN,0.138079477,-0.407503983,0.072589564,0.269424506
29768,Financials,024110 KS,MMC UN,0.138071045,-0.560159068,0.178158299,0.422088023
29769,Industrials,001740 KS,ROCK UW,0.138051053,-0.489627099,0.123605716,0.351576046
29770,Financials,024110 KS,RJF UN,0.137958831,-0.343619821,0.231917998,0.481578652
29771,Health Care,009420 KS,XRAY UW,0.137929955,-0.145204953,0.080165376,0.283134908
29772,Consumer Staples,007070 KS,BG UN,0.137895615,-0.360631944,0.049611472,0.222736329
29773,Financials,000810 KS,FRME UW,0.137836581,-0.209457839,0.120613414,0.34729442
29774,Communication Services,035720 KS,TRIP UW,0.137830095,-0.477721876,0.115526423,0.339891781
29775,Industrials,028260 KS,NWPX UW,0.137791618,-0.471857192,0.111599808,0.334065574
29776,Consumer Discretionary,000270 KS,CAKE UW,0.137758473,-0.188432577,0.106400601,0.32619105
29777,Financials,016360 KS,RGA UN,0.137709868,-0.271291819,0.16728238,0.409001688
29778,Financials,005940 KS,PGR UN,0.137644699,-0.22881508,0.13429277,0.366459779
29779,Industrials,010140 KS,DCO UN,0.1375808,-0.45891078,0.103252956,0.32132998
29780,Consumer Discretionary,111770 KS,OSTK UQ,0.137578167,-0.074227342,0.044861574,0.211805509
29781,Consumer Staples,001680 KS,PRMW UN,0.137522637,-0.453841791,0.100057807,0.316319154
29782,Consumer Discretionary,069960 KS,W UN,0.137521151,-0.406478114,0.072337848,0.268956963
29783,Industrials,047040 KS,ALSN UN,0.137502149,-0.27237703,0.168000941,0.409879179
29784,Financials,088350 KS,BANF UW,0.137495864,-0.58462254,0.199922264,0.447126675
29785,Industrials,001740 KS,AGCO UN,0.137485577,-0.528819135,0.153141954,0.391333558
29786,Consumer Discretionary,066570 KS,SIG UN,0.13748351,-0.167666013,0.093116232,0.305149524
29787,Information Technology,009150 KS,PFSW UR,0.13746923,-0.13746923,0,0
29788,Information Technology,034220 KS,CTS UN,0.137425674,-0.510967422,0.139533437,0.373541748
29789,Communication Services,036570 KS,YELP UN,0.137412243,-0.131705897,0.072424573,0.26911814
29790,Information Technology,018260 KS,SWKS UW,0.137403202,-0.17401376,0.096980525,0.311416963
29791,Industrials,052690 KS,SCS UN,0.137363765,-0.453355507,0.099850781,0.315991742
29792,Consumer Discretionary,039130 KS,PAG UN,0.137319985,-0.181802786,0.101839343,0.319122771
29793,Financials,139130 KS,BX UN,0.137293119,-0.273484197,0.168738003,0.410777316
29794,Financials,005830 KS,WD UN,0.137221274,-0.148966904,0.081903673,0.286188178
29795,Industrials,011200 KS,BCO UN,0.137207853,-0.416186426,0.077829044,0.278978573
29796,Financials,316140 KS,HASI UN,0.13719659,-0.158777977,0.087600944,0.295974567
29797,Consumer Discretionary,023530 KS,ANF UN,0.137181603,-0.211578336,0.121633495,0.348759938
29798,Financials,088350 KS,ZION UW,0.137162267,-0.350669799,0.237980125,0.487832066
29799,Financials,001450 KS,ERIE UW,0.137135483,-0.417548036,0.0786312,0.280412553
29800,Consumer Discretionary,023530 KS,H UN,0.137119887,-0.546931733,0.167945749,0.409811846
29801,Financials,000240 KS,ENVA UN,0.137092028,-0.462883214,0.106139897,0.325791186
29802,Financials,005830 KS,ATLC UW,0.13705763,-0.13705763,0,0
29803,Consumer Discretionary,018880 KS,EXPR UN,0.137051037,-0.360948191,0.050129936,0.223897154
29804,Information Technology,018260 KS,TYL UN,0.13702324,-0.445202244,0.094974299,0.308179004
29805,Health Care,006280 KS,NHC UA,0.136997521,-0.126590635,0.069478716,0.263588156
29806,Materials,003240 KS,WOR UN,0.1369754,-0.188511546,0.105941752,0.325486946
29807,Industrials,034020 KS,CMCO UW,0.136954267,-0.156881607,0.086339521,0.293835874
29808,Industrials,086280 KS,HEI UN,0.136943946,-0.128450046,0.070433971,0.265393992
29809,Industrials,003490 KS,CXW UN,0.136942901,-0.168774017,0.093462834,0.305716918
29810,Industrials,086280 KS,LDOS UN,0.136932019,-0.156836679,0.086300048,0.293768698
29811,Consumer Discretionary,020000 KS,WGO UN,0.136923341,-0.158765485,0.087431882,0.295688826
29812,Health Care,069620 KS,CPSI UW,0.136883478,-0.39998118,0.0692204,0.263097701
29813,Industrials,000880 KS,MYRG UW,0.136877868,-0.26620059,0.162472243,0.403078458
29814,Utilities,036460 KS,CMS UN,0.13686068,-0.453296697,0.100131753,0.316436017
29815,Consumer Discretionary,021240 KS,STRA UW,0.136859988,-0.090311516,0.051606893,0.227171505
29816,Industrials,028260 KS,AGCO UN,0.136817282,-0.26141852,0.158591754,0.398235802
29817,Materials,016380 KS,KRO UN,0.13677735,-0.180717408,0.100802922,0.317494758
29818,Financials,024110 KS,BX UN,0.136762277,-0.54300443,0.165032687,0.406242153
29819,Industrials,078930 KS,VMI UN,0.136740561,-0.286619647,0.179233866,0.423360208
29820,Financials,138930 KS,NMIH UQ,0.136738853,-0.569979951,0.187697849,0.433241098
29821,Consumer Staples,001680 KS,NUS UN,0.136717432,0.136717432,0,0
29822,Consumer Staples,051900 KS,FLO UN,0.136664134,-0.112438939,0.062052341,0.249103073
29823,Consumer Discretionary,009240 KS,EBAY UW,0.136663874,-0.474501705,0.1141344,0.337837831
29824,Consumer Discretionary,204320 KS,CHS UN,0.136566755,-0.153825562,0.084327698,0.290392317
29825,Financials,138040 KS,DGICA UW,0.136562644,-0.08389358,0.048600946,0.220456223
29826,Industrials,000210 KS,NPO UN,0.136561598,-0.260054357,0.157304216,0.396615955
29827,Communication Services,032640 KS,TTGT UQ,0.136552343,0.136552343,0,0
29828,Industrials,001040 KS,KFY UN,0.136510065,-0.503916793,0.134987704,0.367406728
29829,Industrials,078930 KS,EMR UN,0.136505771,-0.335764907,0.223039593,0.472270678
29830,Health Care,009420 KS,MCK UN,0.136436321,-0.374489059,0.056669106,0.238052738
29831,Industrials,052690 KS,THR UN,0.13639797,-0.135359893,0.073852336,0.271757863
29832,Consumer Staples,033780 KS,TSN UN,0.136350016,-0.136350016,0,0
29833,Consumer Staples,005300 KS,NUS UN,0.136336715,-0.114570721,0.062954541,0.250907435
29834,Health Care,005250 KS,SEM UN,0.136332054,-0.147962565,0.08082343,0.284294619
29835,Industrials,010140 KS,ITT UN,0.136325905,-0.564591086,0.183411065,0.428265181
29836,Health Care,185750 KS,ACHC UW,0.13631613,-0.133978337,0.073059099,0.270294467
29837,Financials,055550 KS,PRI UN,0.136315036,-0.317834832,0.206252102,0.454149867
29838,Materials,004800 KS,AMRS UW,0.136306901,-0.109457006,0.060399898,0.245763907
29839,Industrials,010780 KS,LII UN,0.136300836,-0.233596462,0.136824011,0.369897298
29840,Information Technology,034220 KS,MANH UW,0.136290813,-0.48178463,0.119365977,0.345493817
29841,Consumer Discretionary,114090 KS,PAG UN,0.136288833,-0.428335645,0.08529134,0.292046812
29842,Industrials,047040 KS,AMOT UQ,0.136282929,-0.202147664,0.114535266,0.338430593
29843,Consumer Staples,026960 KS,WMK UN,0.136233344,-0.094615734,0.053291297,0.230849078
29844,Health Care,019170 KS,CMRX UQ,0.136200293,-0.167925039,0.092492218,0.304125332
29845,Consumer Discretionary,032350 KS,AXL UN,0.136150657,-0.462845111,0.106729266,0.326694454
29846,Health Care,069620 KS,TBPH UQ,0.13613067,-0.163410572,0.089724956,0.299541242
29847,Consumer Discretionary,023530 KS,ZUMZ UW,0.136055273,-0.479509914,0.11796109,0.343454641
29848,Materials,003410 KS,TMST UN,0.136014664,-0.136014664,0,0
29849,Consumer Discretionary,020000 KS,CHH UN,0.136006764,-0.183590548,0.102142442,0.319597311
29850,Industrials,009540 KS,VVX UN,0.135975786,-0.158932871,0.086971116,0.294908657
29851,Industrials,042660 KS,EXPD UW,0.135956653,-0.481185444,0.119182918,0.345228791
29852,Consumer Discretionary,020000 KS,MTH UN,0.135920596,-0.199757256,0.112679621,0.335677853
29853,Consumer Discretionary,023530 KS,LNW UW,0.135835843,-0.494457845,0.12860974,0.358622002
29854,Consumer Discretionary,111770 KS,QUOT UN,0.13581405,-0.194807424,0.109310559,0.330621474
29855,Consumer Discretionary,081660 KS,BBWI UN,0.135767952,-0.493280897,0.127815506,0.357512945
29856,Health Care,128940 KS,CUTR UW,0.135728523,-0.121661255,0.066249498,0.257389779
29857,Materials,003410 KS,LXU UN,0.135724571,-0.135724571,0,0
29858,Industrials,078930 KS,GIC UN,0.135711022,-0.189765452,0.105934935,0.325476474
29859,Communication Services,030000 KS,GSAT UA,0.135693429,-0.135693429,0,0
29860,Financials,029780 KS,TROW UW,0.135666688,-0.458598827,0.104285166,0.322932139
29861,Financials,000810 KS,TCBK UW,0.135640581,-0.442562794,0.094201245,0.306922213
29862,Industrials,034730 KS,BXC UN,0.135632802,-0.167241439,0.091732806,0.302874241
29863,Industrials,010620 KS,QUAD UN,0.135589116,-0.455070217,0.102068174,0.319481101
29864,Industrials,000210 KS,ULH UW,0.135548461,-0.181442457,0.100483242,0.316990918
29865,Communication Services,030200 KS,T UN,0.135541819,-0.21786009,0.12489291,0.353401909
29866,Consumer Discretionary,000270 KS,LL UN,0.135522785,-0.135522785,0,0
29867,Industrials,009540 KS,SPXC UN,0.135462452,-0.254277465,0.151897203,0.389739917
29868,Health Care,185750 KS,KPTI UW,0.135424489,-0.157258452,0.085663304,0.292682941
29869,Industrials,086280 KS,ALSN UN,0.13532579,-0.432800728,0.088491339,0.297474938
29870,Consumer Discretionary,069960 KS,RCKY UW,0.135298373,-0.450949941,0.099635913,0.315651568
29871,Financials,029780 KS,OPY UN,0.135280559,-0.473186121,0.114180169,0.337905562
29872,Consumer Discretionary,031430 KS,MUSA UN,0.135270677,0.135270677,0,0
29873,Consumer Discretionary,111770 KS,BFAM UN,0.135242962,-0.37433359,0.057164329,0.239090629
29874,Consumer Discretionary,005380 KS,CATO UN,0.135239797,-0.193585263,0.10812592,0.32882506
29875,Consumer Discretionary,161390 KS,ROST UW,0.135228302,-0.472008156,0.113420671,0.336779855
29876,Financials,006800 KS,VALU UR,0.135211396,-0.423206466,0.08294116,0.287995069
29877,Industrials,051600 KS,KAR UN,0.135153575,-0.416236911,0.079007842,0.281083336
29878,Industrials,010780 KS,SP UW,0.135151008,-0.431832876,0.088020131,0.296681868
29879,Financials,006800 KS,CZNC UR,0.135150693,-0.229653405,0.13308203,0.364804098
29880,Industrials,034730 KS,RBA UN,0.135123587,-0.208684823,0.118204223,0.34380841
29881,Health Care,000100 KS,NHC UA,0.135092433,-0.140874194,0.076157579,0.275966626
29882,Industrials,010140 KS,LECO UW,0.135069194,-0.522211097,0.149878853,0.387141903
29883,Information Technology,018260 KS,NOVT UW,0.135058041,-0.500015893,0.133194234,0.364957852
29884,Utilities,036460 KS,DTE UN,0.135023743,-0.246910541,0.145873797,0.381934284
29885,Materials,004020 KS,ECL UN,0.135022582,-0.573465779,0.192232437,0.438443197
29886,Financials,316140 KS,CNNE UN,0.135009558,-0.208060146,0.117696822,0.343069704
29887,Consumer Discretionary,005850 KS,CATO UN,0.135004497,-0.383195548,0.061598798,0.248191051
29888,Consumer Discretionary,066570 KS,AXL UN,0.13498254,-0.46292436,0.107545837,0.32794182
29889,Industrials,047050 KS,MRTN UW,0.134982127,-0.170453647,0.093291012,0.305435774
29890,Financials,032830 KS,SBSI UW,0.134978583,-0.247958916,0.146641129,0.3829375
29891,Consumer Discretionary,011210 KS,BURL UN,0.134963008,-0.421488246,0.082096712,0.286525238
29892,Information Technology,018260 KS,FSLR UW,0.1349629,-0.408405078,0.074770625,0.273442178
29893,Financials,138930 KS,MORN UW,0.134957749,-0.513476846,0.143276707,0.378519097
29894,Industrials,011200 KS,HSC UN,0.134925763,-0.189662589,0.105357598,0.324588352
29895,Financials,000240 KS,AVTA UW,0.134917286,-0.198077226,0.110885345,0.332994512
29896,Health Care,185750 KS,IRMD UR,0.134899201,0.134899201,0,0
29897,Consumer Discretionary,081660 KS,LEG UN,0.134863578,-0.255080002,0.152055996,0.389943581
29898,Industrials,078930 KS,J UN,0.134861102,-0.5330415,0.158547629,0.398180398
29899,Health Care,185750 KS,VTRS UW,0.134825288,-0.421886325,0.082404039,0.287061037
29900,Consumer Discretionary,039130 KS,MUSA UN,0.134791201,-0.414865457,0.078441589,0.280074256
29901,Materials,004020 KS,ALB UN,0.134784093,-0.303540671,0.192128599,0.438324765
29902,Industrials,017800 KS,ETN UN,0.134779111,-0.250384697,0.148351159,0.385163808
29903,Industrials,009540 KS,IEX UN,0.134768039,-0.254438689,0.151481877,0.389206728
29904,Materials,010130 KS,AMRS UW,0.134767198,-0.075811212,0.044343266,0.210578409
29905,Consumer Discretionary,039130 KS,RICK UQ,0.134763217,-0.220720087,0.126368379,0.355483304
29906,Consumer Discretionary,005380 KS,QUOT UN,0.134750759,-0.186322067,0.103087759,0.321072825
29907,Consumer Discretionary,069960 KS,LIND UR,0.134711091,-0.140295839,0.075628812,0.27500693
29908,Health Care,008930 KS,DXCM UW,0.134703333,-0.457377956,0.104118912,0.322674623
29909,Consumer Discretionary,204320 KS,GRPN UW,0.134689923,-0.203490926,0.114366287,0.338180849
29910,Energy,096770 KS,XPRO UN,0.134578976,-0.533913842,0.159468335,0.399334866
29911,Industrials,009540 KS,AVAV UW,0.134523117,-0.169227205,0.092264258,0.303750322
29912,Consumer Staples,007070 KS,NGVC UN,0.134488852,0.134488852,0,0
29913,Industrials,000210 KS,MLI UN,0.134479556,-0.505463548,0.137629122,0.370983992
29914,Consumer Discretionary,011210 KS,JOUT UW,0.134477871,-0.412338,0.077206251,0.277860129
29915,Health Care,008930 KS,TMO UN,0.134441801,-0.476944225,0.11730791,0.342502424
29916,Industrials,078930 KS,FSS UN,0.134417267,-0.524337264,0.152037604,0.389919997
29917,Industrials,000120 KS,FBIN UN,0.134340426,-0.215686453,0.122518816,0.350026879
29918,Industrials,001120 KS,WWD UW,0.134334188,-0.277283327,0.169428979,0.411617515
29919,Industrials,052690 KS,MLKN UW,0.134304602,-0.166268191,0.090344004,0.300572793
29920,Health Care,068270 KS,ATEC UW,0.13423746,0.13423746,0,0
29921,Industrials,017800 KS,EFX UN,0.134225848,-0.207187419,0.116563019,0.341413267
29922,Financials,029780 KS,CHCO UW,0.134209539,-0.471952237,0.11407013,0.337742698
29923,Industrials,017800 KS,FC UN,0.134182493,-0.170598514,0.092891462,0.304781007
29924,Consumer Discretionary,009240 KS,MGM UN,0.134173807,-0.418626842,0.080913529,0.284453035
29925,Industrials,010780 KS,FCN UN,0.134161848,-0.164849444,0.089407753,0.299011292
29926,Industrials,000120 KS,RLGT UA,0.134157869,-0.400233014,0.070795983,0.266075145
29927,Industrials,011200 KS,DAL UN,0.134153942,-0.221760912,0.126675383,0.355914854
29928,Health Care,008930 KS,EXAS UR,0.13406639,-0.369064022,0.055223887,0.234997632
29929,Industrials,000880 KS,UPS UN,0.134056155,-0.271996781,0.164878987,0.406052936
29930,Consumer Staples,026960 KS,MKC UN,0.134025269,-0.38055692,0.060777855,0.24653165
29931,Industrials,042660 KS,TDG UN,0.133935379,-0.486401292,0.12423222,0.352465913
29932,Financials,029780 KS,AMP UN,0.133904946,-0.505423838,0.138026287,0.371518892
29933,Consumer Discretionary,039130 KS,DLTR UW,0.133876003,-0.34730365,0.045551361,0.213427647
29934,Health Care,005250 KS,HSIC UW,0.133872568,-0.358005209,0.050235441,0.224132641
29935,Industrials,034730 KS,CRAI UW,0.13386333,-0.16288382,0.088058871,0.29674715
29936,Financials,088350 KS,PIPR UN,0.133820238,-0.570199583,0.190426933,0.436379345
29937,Industrials,078930 KS,UNP UN,0.133733598,-0.554229294,0.17681663,0.420495696
29938,Industrials,086280 KS,DCI UN,0.133718191,-0.193605097,0.107140535,0.327323288
29939,Consumer Staples,001800 KS,SFM UW,0.133696771,0.133696771,0,0
29940,Industrials,000210 KS,PTSI UQ,0.13367301,-0.40928685,0.075962989,0.27561384
29941,Industrials,034730 KS,WM UN,0.133654926,-0.236575544,0.137070601,0.37023047
29942,Health Care,069620 KS,AGIO UW,0.133652178,-0.151297009,0.081196039,0.284949186
29943,Industrials,034020 KS,ICFI UW,0.13363197,-0.098605269,0.053934135,0.232237239
29944,Financials,006800 KS,IBKR UW,0.133620779,-0.237144602,0.137466968,0.370765381
29945,Financials,001450 KS,FDS UN,0.133601513,-0.403940792,0.073083326,0.270339279
29946,Financials,055550 KS,HCI UN,0.133585756,-0.233101287,0.134459388,0.366687043
29947,Industrials,028260 KS,RHI UN,0.133482106,-0.224523616,0.128168097,0.358005722
29948,Industrials,052690 KS,WLDN UQ,0.133473638,-0.109562542,0.059066585,0.24303618
29949,Industrials,028260 KS,TNET UN,0.133447577,-0.520130794,0.14952391,0.386683217
29950,Financials,138930 KS,CBU UN,0.133397375,-0.617988344,0.234828407,0.484590969
29951,Energy,010950 KS,GEVO UR,0.133388007,-0.465126223,0.110050244,0.331738216
29952,Industrials,001120 KS,GIC UN,0.13338388,-0.196666843,0.10893348,0.330050723
29953,Information Technology,034220 KS,PRGS UW,0.133349516,-0.512764632,0.14395583,0.379415116
29954,Industrials,010140 KS,SWK UN,0.133336541,-0.214894021,0.121264524,0.348230562
29955,Industrials,051600 KS,PLUG UR,0.133298604,-0.342798513,0.043890212,0.209499909
29956,Health Care,005250 KS,ATRI UW,0.133275614,-0.39825656,0.070214902,0.264980946
29957,Industrials,000880 KS,FSS UN,0.133267216,-0.542050865,0.167104072,0.408783649
29958,Industrials,012750 KS,MLR UN,0.133248139,-0.133248139,0,0
29959,Industrials,001740 KS,RRX UN,0.133247262,-0.516486366,0.146872211,0.383239104
29960,Health Care,008930 KS,COO UN,0.133246234,-0.486379703,0.124703247,0.353133469
29961,Consumer Discretionary,023530 KS,SKX UN,0.133243405,-0.477776599,0.118703122,0.344533194
29962,Materials,000670 KS,HWKN UW,0.133231488,-0.468609477,0.112478396,0.33537799
29963,Financials,005940 KS,AJG UN,0.133230093,-0.258857222,0.153732463,0.392087316
29964,Industrials,000880 KS,OFLX UQ,0.133226552,-0.469631689,0.113168416,0.336405137
29965,Consumer Discretionary,204320 KS,WEYS UW,0.133215292,-0.162578677,0.087494072,0.295793969
29966,Health Care,019170 KS,VRDN UR,0.133190413,-0.361885794,0.052301577,0.228695381
29967,Industrials,028260 KS,AOS UN,0.133168625,-0.25349319,0.149507359,0.386661815
29968,Consumer Discretionary,000270 KS,WYNN UW,0.133148566,-0.378594902,0.060243904,0.245446336
29969,Industrials,017800 KS,DE UN,0.133123922,-0.247310678,0.144730485,0.3804346
29970,Health Care,128940 KS,MRK UN,0.13308145,-0.466589157,0.11122739,0.333507706
29971,Materials,004020 KS,PKG UN,0.133076026,-0.334979648,0.219076114,0.468055674
29972,Materials,002380 KS,AVY UN,0.133068999,-0.315693972,0.201388204,0.448762971
29973,Consumer Discretionary,069960 KS,LZB UN,0.133051222,-0.216629498,0.122276606,0.34968072
29974,Industrials,000120 KS,CPA UN,0.133015502,-0.129643549,0.068989777,0.262659051
29975,Industrials,078930 KS,UFPI UW,0.13298681,-0.512602277,0.144107903,0.379615467
29976,Information Technology,006400 KS,WU UN,0.132983846,-0.183563667,0.100202328,0.316547513
29977,Financials,000240 KS,HFWA UW,0.132934309,-0.161478796,0.086679076,0.294413105
29978,Financials,055550 KS,BLK UN,0.1328762,-0.34808879,0.231327321,0.48096499
29979,Consumer Staples,000080 KS,NUS UN,0.132870512,-0.371509166,0.056948407,0.238638654
29980,Industrials,010140 KS,KTOS UW,0.132853004,-0.484953031,0.123974429,0.352100027
29981,Consumer Discretionary,069960 KS,STRA UW,0.132841954,-0.445209945,0.097573762,0.312367991
29982,Consumer Staples,051900 KS,CPB UN,0.132839586,-0.382347479,0.062254189,0.249507893
29983,Financials,016360 KS,FRBA UQ,0.13283112,-0.131123866,0.069672235,0.263954986
29984,Health Care,069620 KS,INO UW,0.132816897,-0.376747528,0.059502152,0.24393063
29985,Financials,032830 KS,FFWM UQ,0.132792265,-0.241580692,0.140155111,0.374372958
29986,Materials,004000 KS,FF UN,0.1327715,-0.455081891,0.103883988,0.322310391
29987,Consumer Discretionary,023530 KS,LIND UR,0.132757251,-0.194408657,0.107037532,0.327165908
29988,Communication Services,030000 KS,AMC UN,0.132728933,-0.132728933,0,0
29989,Industrials,086280 KS,GEO UN,0.132722058,-0.085193272,0.047487091,0.21791533
29990,Consumer Discretionary,057050 KS,SNBR UW,0.132679568,-0.37544526,0.058935181,0.242765693
29991,Industrials,009540 KS,AIT UN,0.132658205,-0.265699664,0.158688992,0.398357869
29992,Consumer Discretionary,005850 KS,MNRO UW,0.132634102,-0.192446543,0.105677425,0.325080644
29993,Industrials,047040 KS,TTC UN,0.132625854,-0.18562025,0.101280583,0.318246104
29994,Consumer Discretionary,114090 KS,THRM UW,0.132615254,-0.446717748,0.098660377,0.314102494
29995,Utilities,015760 KS,BKH UN,0.13260659,-0.500978396,0.135697787,0.368371806
29996,Health Care,068270 KS,PRTA UW,0.132590371,-0.451583708,0.101756749,0.318993337
29997,Financials,088350 KS,CB UN,0.1325686,-0.564280611,0.18637526,0.431712011
29998,Information Technology,034220 KS,PLUS UW,0.132551151,-0.435966399,0.092060812,0.303415248
29999,Consumer Discretionary,066570 KS,CAL UN,0.132509973,-0.145792042,0.077452011,0.278302015
30000,Materials,003240 KS,SCCO UN,0.132502996,-0.205954895,0.114553744,0.338457891
30001,Financials,000240 KS,BCBP UQ,0.132490095,-0.178079935,0.096453744,0.31057003
30002,Consumer Discretionary,073240 KS,APEI UW,0.132486101,0.132486101,0,0
30003,Industrials,034730 KS,CPRT UW,0.132477326,-0.216520462,0.121799456,0.348997788
30004,Financials,006800 KS,IBCP UW,0.132474567,-0.234618374,0.134757227,0.367092941
30005,Consumer Discretionary,031430 KS,TCS UN,0.132448786,0.132448786,0,0
30006,Communication Services,030200 KS,LBRDK UW,0.132406379,-0.109271504,0.058408199,0.241677883
30007,Financials,175330 KS,ARR UN,0.132375776,-0.46896975,0.113295503,0.336593973
30008,Industrials,028260 KS,BCO UN,0.132358719,-0.492047261,0.129375847,0.359688542
30009,Materials,003240 KS,FCX UN,0.132332917,-0.243928701,0.141572805,0.376261618
30010,Industrials,006260 KS,NETI UN,0.132322903,-0.218628371,0.123166797,0.350951274
30011,Industrials,047040 KS,SSD UN,0.132298011,-0.234248972,0.134356691,0.366546983
30012,Materials,014820 KS,NEU UN,0.132165762,-0.074591461,0.042748549,0.206757223
30013,Consumer Discretionary,039130 KS,AZO UN,0.132164668,-0.40771378,0.075927313,0.275549112
30014,Consumer Staples,139480 KS,SFM UW,0.132147128,-0.08675524,0.047918247,0.218902368
30015,Financials,024110 KS,FAF UN,0.132144044,-0.2202444,0.124177615,0.352388444
30016,Financials,088350 KS,AEL UN,0.13214048,-0.338836729,0.221819531,0.470977208
30017,Industrials,001120 KS,LDOS UN,0.132089843,-0.2551611,0.149963293,0.387250943
30018,Industrials,010140 KS,OSK UN,0.132035204,-0.492982918,0.130283252,0.360947714
30019,Information Technology,018260 KS,ADTN UW,0.132000213,-0.168313693,0.090188442,0.300313906
30020,Industrials,010140 KS,WCC UN,0.131989057,-0.27617508,0.166597963,0.408164137
30021,Consumer Staples,051900 KS,COTY UN,0.131958316,-0.403777484,0.07388566,0.271819168
30022,Health Care,185750 KS,MNKD UQ,0.131918199,-0.396716851,0.070118326,0.264798651
30023,Financials,139130 KS,CME UW,0.131896942,-0.48731607,0.126322757,0.355419128
30024,Industrials,006260 KS,HURN UW,0.131871265,-0.206523583,0.114511073,0.338394848
30025,Materials,178920 KS,GLT UN,0.131867152,-0.350624029,0.047854571,0.218756877
30026,Consumer Staples,004370 KS,IPAR UW,0.131844174,-0.131844174,0,0
30027,Industrials,012750 KS,GLDD UW,0.131742369,-0.341202191,0.043873417,0.209459822
30028,Industrials,017800 KS,PLUG UR,0.131703172,-0.178837957,0.096435793,0.310541129
