ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
SPFI UW Equity,Financials,Banks,Banks,Regional Banks
SPG UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
SPGI UN Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
SPHR UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
SPIR UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
SPLK UW Equity,Information Technology,Software & Services,Software,Application Software
SPNS UW Equity,Information Technology,Software & Services,Software,Application Software
SPNT UN Equity,Financials,Insurance,Insurance,Reinsurance
SPOT UN Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
SPR UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
SPSC UW Equity,Information Technology,Software & Services,Software,Application Software
SPT UR Equity,Information Technology,Software & Services,Software,Application Software
SPTN UW Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors
SPWH UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
SPWR UW Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
SPXC UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
SQ UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
SQSP UN Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
SR UN Equity,Utilities,Utilities,Gas Utilities,Gas Utilities
SRC UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
SRCE UW Equity,Financials,Banks,Banks,Regional Banks
SRCL UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
SRDX UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SRE UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
SRI UN Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
SRPT UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SSB UW Equity,Financials,Banks,Banks,Regional Banks
SSD UN Equity,Industrials,Capital Goods,Building Products,Building Products
SSNC UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
SSP UW Equity,Communication Services,Media & Entertainment,Media,Broadcasting
SSRM UW Equity,Materials,Materials,Metals & Mining,Gold
SSTI UR Equity,Information Technology,Software & Services,Software,Application Software
SSTK UN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
ST UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
STAA UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
STAG UN Equity,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
STBA UW Equity,Financials,Banks,Banks,Regional Banks
STC UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
STE UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
STEL UW Equity,Financials,Banks,Banks,Regional Banks
STEM UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
STEP UW Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
STER UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
STGW UW Equity,Communication Services,Media & Entertainment,Media,Advertising
STHO UQ Equity,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
STKL UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
STKS UR Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
STLD UW Equity,Materials,Materials,Metals & Mining,Steel
STNE UW Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
STNG UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
STOK UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
STR UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
STRA UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
STRC UQ Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
STRL UW Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
STRO UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
STRS UW Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Development
STT UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
STWD UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
STZ UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
SUI UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Single-Family Residential REIT
SUM UN Equity,Materials,Materials,Construction Materials,Construction Materials
SUNL UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
SUPN UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
SVC UW Equity,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
SWAV UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SWBI UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
SWI UN Equity,Information Technology,Software & Services,Software,Systems Software
SWIM UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
SWK UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
SWKH UR Equity,Financials,Financial Services,Financial Services,Specialized Finance
SWKS UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SWN UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SWTX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SWX UN Equity,Utilities,Utilities,Gas Utilities,Gas Utilities
SXC UN Equity,Materials,Materials,Metals & Mining,Steel
SXI UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
SXT UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
SYBT UW Equity,Financials,Banks,Banks,Regional Banks
SYF UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
SYK UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SYNA UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SYNH UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
SYY UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors
T UN Equity,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
TALO UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
TALS UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TAP UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers
TARS UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
TBBK UW Equity,Financials,Banks,Banks,Regional Banks
TBI UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
TBPH UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
TCBI UW Equity,Financials,Banks,Banks,Regional Banks
TCBK UW Equity,Financials,Banks,Banks,Regional Banks
TCBX UW Equity,Financials,Banks,Banks,Regional Banks
TCI UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
TCMD UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TCS UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
TCX UR Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
TDC UN Equity,Information Technology,Software & Services,Software,Systems Software
TDG UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
TDOC UN Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
TDS UN Equity,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
TDUP UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
TDW UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
TDY UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
TEAM UW Equity,Information Technology,Software & Services,Software,Application Software
TECH UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
TELL UA Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
TENB UW Equity,Information Technology,Software & Services,Software,Systems Software
TER UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
TEX UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
TFC UN Equity,Financials,Banks,Banks,Regional Banks
TFIN UW Equity,Financials,Banks,Banks,Regional Banks
TFSL UW Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
TFX UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TG UN Equity,Materials,Materials,Metals & Mining,Aluminum
TGAN UR Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
TGH UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
TGI UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
TGNA UN Equity,Communication Services,Media & Entertainment,Media,Broadcasting
TGT UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
TGTX UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TH UR Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
THC UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
THFF UW Equity,Financials,Banks,Banks,Regional Banks
THG UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
THO UN Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
THR UN Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
THRD UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
THRM UW Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
THRN UW Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
THRX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
THRY UR Equity,Communication Services,Media & Entertainment,Media,Advertising
THS UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TIL UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TILE UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
TIPT UR Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
TITN UW Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
TJX UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
TK UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
TKNO UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
TKR UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
TLS UQ Equity,Information Technology,Software & Services,Software,Systems Software
TLYS UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
TMCI UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TMDX UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TMHC UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
TMO UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
TMP UA Equity,Financials,Banks,Banks,Regional Banks
TMST UN Equity,Materials,Materials,Metals & Mining,Steel
TMUS UW Equity,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
TNC UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
TNDM UQ Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TNET UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
TNGX UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TNK UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
TNL UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
TNON UR Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TNYA UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TOI UR Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
TOL UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
TOST UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
TOWN UW Equity,Financials,Banks,Banks,Regional Banks
TPB UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
TPC UN Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
TPH UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
TPIC UQ Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TPL UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
TPR UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
TPX UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
TR UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TRC UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Diversified Real Estate Activi
TREE UW Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
TREX UN Equity,Industrials,Capital Goods,Building Products,Building Products
TRGP UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
TRIP UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
TRMB UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
TRMK UW Equity,Financials,Banks,Banks,Regional Banks
TRN UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
TRNO UN Equity,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
TRNS UQ Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
TROW UW Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
TROX UN Equity,Materials,Materials,Chemicals,Commodity Chemicals
TRS UW Equity,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
TRST UW Equity,Financials,Banks,Banks,Regional Banks
TRTN UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
TRTX UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
TRU UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
TRUE UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
TRUP UQ Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
TRV UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
TSCO UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
TSE UN Equity,Materials,Materials,Chemicals,Commodity Chemicals
TSLA UW Equity,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
TSN UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TSP UW Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
TSVT UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TT UN Equity,Industrials,Capital Goods,Building Products,Building Products
TTC UN Equity,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
TTCF UR Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TTD UQ Equity,Communication Services,Media & Entertainment,Media,Advertising
TTEC UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
TTEK UW Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
TTGT UQ Equity,Communication Services,Media & Entertainment,Media,Advertising
TTI UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
TTMI UW Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
TTSH UR Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
TTWO UW Equity,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
TUP UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties
TVTX UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TW UW Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
TWI UN Equity,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
TWKS UW Equity,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
TWLO UN Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
TWNK UR Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TWO UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
TWOU UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
TWST UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TXG UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
TXN UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
TXRH UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
TXT UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
TYL UN Equity,Information Technology,Software & Services,Software,Application Software
TYRA UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
U UN Equity,Information Technology,Software & Services,Software,Application Software
UA UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
UAA UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
UAL UW Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
UBA UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
UBER UN Equity,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio
UBSI UW Equity,Financials,Banks,Banks,Regional Banks
UCBI UW Equity,Financials,Banks,Banks,Regional Banks
UCTT UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
UDMY UW Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
UDR UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
UE UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
UEC UA Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
UEIC UW Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
UFCS UW Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
UFI UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Textiles
UFPI UW Equity,Industrials,Capital Goods,Building Products,Building Products
UFPT UR Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
UGI UN Equity,Utilities,Utilities,Gas Utilities,Gas Utilities
UHAL UN Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
UHAL/B UN Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
UHS UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
UHT UN Equity,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
UI UN Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
UIS UN Equity,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
ULCC UW Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
ULH UW Equity,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
ULTA UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
UMBF UW Equity,Financials,Banks,Banks,Regional Banks
UMH UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Single-Family Residential REIT
UNF UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
UNFI UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors
UNH UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
UNIT UW Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
UNM UN Equity,Financials,Insurance,Insurance,Life & Health Insurance
UNP UN Equity,Industrials,Transportation,Ground Transportation,Rail Transportation
UNTY UQ Equity,Financials,Banks,Banks,Regional Banks
UNVR UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
UONE UR Equity,Communication Services,Media & Entertainment,Media,Broadcasting
UONEK UR Equity,Communication Services,Media & Entertainment,Media,Broadcasting
UP UN Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
UPBD UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail
UPLD UQ Equity,Information Technology,Software & Services,Software,Application Software
UPS UN Equity,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
UPST UW Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
UPWK UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
URBN UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
URG UA Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
URI UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
USB UN Equity,Financials,Banks,Banks,Diversified Banks
USCB UQ Equity,Financials,Banks,Banks,Regional Banks
USFD UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors
USLM UW Equity,Materials,Materials,Construction Materials,Construction Materials
USM UN Equity,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
USNA UN Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
USPH UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
UTHR UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
UTI UN Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
UTL UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
UTMD UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
UTZ UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
UUUU UA Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
UVE UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
UVSP UW Equity,Financials,Banks,Banks,Regional Banks
UVV UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
UWMC UN Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
V UN Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
VAC UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
VAL UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
VALU UR Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
VBIV UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VBTX UQ Equity,Financials,Banks,Banks,Regional Banks
VC UW Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
VCEL UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VCSA UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
VCTR UW Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
VCYT UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VECO UW Equity,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
VEEV UN Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
VEL UN Equity,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
VERA UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VERI UQ Equity,Information Technology,Software & Services,Software,Application Software
VERU UR Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
VERV UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VFC UN Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
VGR UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
VHI UN Equity,Materials,Materials,Chemicals,Specialty Chemicals
VIA UW Equity,Utilities,Utilities,Electric Utilities,Electric Utilities
VIAV UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
VICI UN Equity,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
VICR UW Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
VIEW UQ Equity,Industrials,Capital Goods,Building Products,Building Products
VIR UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VIRT UW Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
VITL UQ Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
VLD UN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
VLGEA UW Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
VLO UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
VLY UW Equity,Financials,Banks,Banks,Regional Banks
VMC UN Equity,Materials,Materials,Construction Materials,Construction Materials
VMEO UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
