ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
BANC UN Equity,Financials,Banks,Banks,Regional Banks
BAND UW Equity,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
BANF UW Equity,Financials,Banks,Banks,Regional Banks
BANR UW Equity,Financials,Banks,Banks,Regional Banks
BARK UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
BASE UW Equity,Information Technology,Software & Services,Software,Application Software
BATL UA Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
BATRA UW Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
BATRK UW Equity,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
BAX UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BBCP UR Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
BBIG UR Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
BBIO UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BBLN UN Equity,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
BBSI UW Equity,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
BBUC UN Equity,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
BBW UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
BBWI UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
BBY UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail
BC UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
BCBP UQ Equity,Financials,Banks,Banks,Regional Banks
BCC UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
BCML UW Equity,Financials,Banks,Banks,Regional Banks
BCO UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Security & Alarm Services
BCOV UW Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
BCPC UW Equity,Materials,Materials,Chemicals,Specialty Chemicals
BCRX UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BDC UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
BDN UN Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
BDX UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BE UN Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BEAM UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BECN UW Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
BEN UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BEPC UN Equity,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity
BERY UN Equity,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
BF/A UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
BF/B UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
BFAM UN Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
BFC UR Equity,Financials,Banks,Banks,Regional Banks
BFH UN Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
BFLY UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BFS UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
BFST UW Equity,Financials,Banks,Banks,Regional Banks
BG UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
BGCP UW Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
BGFV UW Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
BGRY UW Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
BGS UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
BH UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BHB UA Equity,Financials,Banks,Banks,Regional Banks
BHE UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
BHF UW Equity,Financials,Insurance,Insurance,Life & Health Insurance
BHG UN Equity,Financials,Insurance,Insurance,Life & Health Insurance
BHIL UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
BHLB UN Equity,Financials,Banks,Banks,Regional Banks
BHM UA Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Single-Family Residential REIT
BHR UN Equity,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
BHVN UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BIG UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
BIGC UQ Equity,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
BIIB UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BILL UN Equity,Information Technology,Software & Services,Software,Application Software
BIO UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BIPC UN Equity,Utilities,Utilities,Gas Utilities,Gas Utilities
BIRD UW Equity,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
BJ UN Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
BJRI UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BK UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BKD UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
BKE UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
BKH UN Equity,Utilities,Utilities,Multi-Utilities,Multi-Utilities
BKI UN Equity,Information Technology,Software & Services,Software,Application Software
BKKT UN Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
BKNG UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
BKR UW Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
BKU UN Equity,Financials,Banks,Banks,Regional Banks
BL UW Equity,Information Technology,Software & Services,Software,Application Software
BLBD UQ Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
BLD UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
BLDE UR Equity,Industrials,Transportation,Passenger Airlines,Passenger Airlines
BLDR UN Equity,Industrials,Capital Goods,Building Products,Building Products
BLFS UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BLFY UW Equity,Financials,Banks,Banks,Regional Banks
BLK UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BLKB UW Equity,Information Technology,Software & Services,Software,Application Software
BLMN UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BLND UN Equity,Information Technology,Software & Services,Software,Application Software
BLNK UR Equity,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
BLUE UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BLX UN Equity,Financials,Financial Services,Financial Services,Specialized Finance
BMBL UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
BMI UN Equity,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
BMRC UR Equity,Financials,Banks,Banks,Regional Banks
BMRN UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BMY UN Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
BNGO UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BNL UN Equity,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
BOC UN Equity,Communication Services,Media & Entertainment,Media,Advertising
BODY UN Equity,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
BOH UN Equity,Financials,Banks,Banks,Regional Banks
BOKF UW Equity,Financials,Banks,Banks,Regional Banks
BOOM UW Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
BOOT UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
BORR UN Equity,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
BOWL UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
BOX UN Equity,Information Technology,Software & Services,Software,Application Software
BPMC UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BPOP UW Equity,Financials,Banks,Banks,Regional Banks
BR UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
BRBR UN Equity,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
BRBS UA Equity,Financials,Banks,Banks,Regional Banks
BRC UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
BRCC UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
BRDS UN Equity,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio
BRK/B UN Equity,Financials,Financial Services,Financial Services,Multi-Sector Holdings
BRKL UW Equity,Financials,Banks,Banks,Regional Banks
BRKR UW Equity,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BRO UN Equity,Financials,Insurance,Insurance,Insurance Brokers
BRP UW Equity,Financials,Insurance,Insurance,Insurance Brokers
BRSP UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
BRT UN Equity,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
BRX UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
BRY UW Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
BSIG UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BSRR UW Equity,Financials,Banks,Banks,Regional Banks
BSX UN Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BSY UW Equity,Information Technology,Software & Services,Software,Application Software
BTAI UR Equity,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BTU UN Equity,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
BURL UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
BUSE UW Equity,Financials,Banks,Banks,Regional Banks
BV UN Equity,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
BVH UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
BVS UW Equity,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
BW UN Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BWA UN Equity,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
BWB UR Equity,Financials,Banks,Banks,Regional Banks
BWFG UQ Equity,Financials,Banks,Banks,Regional Banks
BWXT UN Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
BX UN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
BXC UN Equity,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
BXMT UN Equity,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
BXP UN Equity,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
BY UN Equity,Financials,Banks,Banks,Regional Banks
BYD UN Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
BYND UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
BZH UN Equity,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
C UN Equity,Financials,Banks,Banks,Diversified Banks
CABO UN Equity,Communication Services,Media & Entertainment,Media,Cable & Satellite
CAC UW Equity,Financials,Banks,Banks,Regional Banks
CACC UW Equity,Financials,Financial Services,Consumer Finance,Consumer Finance
CACI UN Equity,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CADE UN Equity,Financials,Banks,Banks,Regional Banks
CAG UN Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CAH UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors
CAKE UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
CAL UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
CALM UW Equity,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CALX UN Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CANO UN Equity,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
CAR UW Equity,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio
CARA UQ Equity,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CARE UW Equity,Financials,Banks,Banks,Regional Banks
CARG UW Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
CARR UN Equity,Industrials,Capital Goods,Building Products,Building Products
CARS UN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
CASA UW Equity,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CASH UW Equity,Financials,Banks,Banks,Regional Banks
CASS UW Equity,Financials,Financial Services,Financial Services,Transaction & Payment Processi
CASY UW Equity,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
CAT UN Equity,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
CATC UR Equity,Financials,Banks,Banks,Regional Banks
CATO UN Equity,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
CATY UW Equity,Financials,Banks,Banks,Regional Banks
CB UN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance
CBAN UQ Equity,Financials,Banks,Banks,Regional Banks
CBL UN Equity,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
CBNK UW Equity,Financials,Banks,Banks,Regional Banks
CBOE UF Equity,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
CBRE UN Equity,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
CBRL UW Equity,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
